"match_id","season_year","tour_type","tour_type_human","date_timestamp","date_human","tournament","round","surface","surface_id","status","status_extra","home_name","away_name","home_id","away_id","home_rank","away_rank","home_points","away_points","winner_code","home_set_score","away_set_score","home_set_1_score","away_set_1_score","home_set_2_score","away_set_2_score","home_set_3_score","away_set_3_score","home_set_4_score","away_set_4_score","home_set_5_score","away_set_5_score","home_odds_match_winner","away_odds_match_winner","home_odds_first_set_winner","away_odds_first_set_winner","home_aces","away_aces","home_double_faults","away_double_faults","home_service_points_won_perc","away_service_points_won_perc","home_return_points_won_perc","away_return_points_won_perc","home_break_points_won_perc","away_break_points_won_perc","home_break_points_saved_perc","away_break_points_saved_perc"
"65269081",2022,2,"WTA Tour",1641168600,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Hontama M.","Tomova V.","252693","897792","","","","",1,2,0,7,5,7,5,"","","","","","",1.56,2.4,1.62,2.28,0,0,1,2,60,53,47,40,60,80,20,40
"94414403",2022,2,"WTA Tour",1641168600,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Wang Xin.","Smith A.","600494","924394","","","","",1,2,0,6,2,6,2,"","","","","","",1.02,15,1.07,7.5,1,1,3,2,67,46,54,33,83,100,0,17
"88292105",2022,2,"WTA Tour",1641170100,"03 Jan 2022","Adelaide WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kempenaers-Pocz C.","Eikeri U.","300993","964933","","","","",2,1,2,6,3,3,6,3,6,"","","","",2.1,1.72,2.05,1.75,10,2,3,4,51,57,43,49,63,50,50,38
"35703690",2022,2,"WTA Tour",1641170400,"03 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Zidansek T.","Sakkari M.","688936","710062","","","","",2,1,2,2,6,6,0,4,6,"","","","",5.5,1.14,4.5,1.18,1,10,5,3,55,56,44,45,25,36,64,75
"18718146",2022,2,"WTA Tour",1641170400,"03 Jan 2022","Adelaide WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Saville D.","Boulter K.","658597","970027","","","","",1,2,1,7,5,3,6,6,4,"","","","",1.5,2.55,1.57,2.38,1,8,12,4,59,56,44,41,50,63,38,50
"54112017",2022,2,"WTA Tour",1641173400,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kawa K.","Hibino N.","866608","615524","","","","",2,0,2,3,6,0,6,"","","","","","",1.82,1.97,1.84,1.95,0,1,4,1,28,58,42,72,33,75,25,67
"64292411",2022,2,"WTA Tour",1641173700,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","da Silva Fick G.","Zhu L.","685585","510565","","","","",2,0,2,0,6,0,6,"","","","","","",7,1.09,4.75,1.15,0,1,3,1,17,71,29,83,0,75,25,100
"86370134",2022,2,"WTA Tour",1641174000,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ferro F.","Bolsova Zadoinov A.","192242","745434","","","","",2,0,2,3,6,6,7,"","","","","","",1.57,2.4,1.61,2.2,0,3,2,0,49,57,43,51,29,55,45,71
"66492452",2022,2,"WTA Tour",1641174300,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Pera B.","Sramkova R.","557676","123538","","","","",1,2,0,6,0,6,2,"","","","","","",1.3,3.45,1.4,2.95,0,1,2,5,83,43,57,17,63,0,0,38
"85031797",2022,2,"WTA Tour",1641175500,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Niemeier J.","Zheng Q.","534672","809492","","","","",2,0,2,4,6,0,6,"","","","","","",2.43,1.55,2.28,1.61,2,5,4,7,41,58,42,59,15,67,33,85
"84445916",2022,2,"WTA Tour",1641177600,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Smith T. N.","Tsurenko L.","749101","126579","","","","",2,0,2,0,6,0,6,"","","","","","",10,1.04,5,1.14,0,0,6,0,33,69,31,68,0,67,33,0
"32910924",2022,2,"WTA Tour",1641177900,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kovinic D.","Osborne A.","989873","847399","","","","",1,2,0,6,2,6,1,"","","","","","",1.07,9,1.16,5.4,0,0,1,8,75,49,51,25,29,0,100,71
"46107996",2022,2,"WTA Tour",1641178500,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Liu C.","Hesse A.","737156","526053","","","","",1,2,0,6,3,6,3,"","","","","","",1.25,3.9,1.36,3,8,0,0,6,63,44,56,37,63,100,0,38
"95148467",2022,2,"WTA Tour",1641178555,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Liang E. S.","Govortsova O.","161617","261026","","","","",2,0,2,4,6,6,7,"","","","","","","","","","",2,3,4,3,59,63,37,41,33,43,57,67
"65878599",2022,2,"WTA Tour",1641179100,"03 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Rybakina E.","Hunter S.","350535","580393","","","","",1,2,1,6,4,1,6,6,1,"","","","",1.2,4.5,1.25,3.75,9,5,4,2,56,54,46,44,36,31,69,64
"87737688",2022,2,"WTA Tour",1641179100,"03 Jan 2022","Adelaide WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Volodko K.","Bronzetti L.","693081","152800","","","","",2,1,2,6,1,6,7,4,6,"","","","",2.25,1.57,2.2,1.61,4,3,11,6,55,54,46,45,60,71,29,40
"86004462",2022,2,"WTA Tour",1641179100,"03 Jan 2022","Adelaide WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Inglis M.","Burillo Escorihuela I.","646421","313970","","","","",1,2,0,6,1,6,4,"","","","","","",1.26,3.8,1.35,3.2,1,0,2,2,68,49,51,32,67,33,67,33
"33968733",2022,2,"WTA Tour",1641180900,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Hruncakova V.","Frech M.","936947","362890","","","","",1,2,0,7,6,6,3,"","","","","","",2.85,1.41,2.6,1.49,0,5,5,2,71,68,32,29,33,33,67,67
"92181727",2022,2,"WTA Tour",1641181200,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Gorgodze E.","Stojanovic N.","896973","146026","","","","",2,0,2,2,6,4,6,"","","","","","",3,1.36,2.5,1.5,0,2,1,5,47,62,38,53,50,63,38,50
"75360898",2022,2,"WTA Tour",1641181800,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sasnovich A.","Tjandramulia O.","114904","532132","","","","",1,2,0,6,2,6,3,"","","","","","",1.02,15,1.08,7,3,0,3,2,70,51,49,30,44,25,75,56
"83788664",2022,2,"WTA Tour",1641182700,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Preston T.","Errani S.","410890","441079","","","","",1,2,1,7,5,2,6,6,3,"","","","",9,1.07,5.4,1.16,0,1,3,2,48,52,48,52,41,64,36,59
"52453216",2022,2,"WTA Tour",1641183900,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Udvardy P.","Baptiste H.","416641","987862","","","","",2,0,2,3,6,2,6,"","","","","","",2.2,1.65,1.91,1.8,0,4,5,4,48,65,35,52,50,50,50,50
"37051358",2022,2,"WTA Tour",1641185100,"03 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Juvan K.","Paquet C.","506008","944663","","","","",1,2,0,6,4,6,2,"","","","","","",1.5,2.62,1.53,2.37,5,2,2,3,67,48,52,33,63,50,50,38
"59620472",2022,2,"WTA Tour",1641185100,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Dodin O.","Bara I.","192862","710939","","","","",2,1,2,5,7,7,6,5,7,"","","","",1.25,3.9,1.36,3,3,2,8,10,48,51,49,52,47,56,44,53
"48795733",2022,2,"WTA Tour",1641186600,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","McHale C.","Kalinskaya A.","783430","393113","","","","",2,0,2,5,7,1,6,"","","","","","",2.8,1.42,2.37,1.53,0,1,0,5,48,63,37,52,33,50,50,67
"88178069",2022,2,"WTA Tour",1641186900,"03 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Krunic A.","Rakhimova K.","814503","568609","","","","",2,0,2,3,6,4,6,"","","","","","",1.62,2.26,1.72,2,1,3,1,2,57,65,35,43,50,33,67,50
"43709858",2022,2,"WTA Tour",1641187500,"03 Jan 2022","Adelaide WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bouzkova M.","Blinkova A.","369605","126226","","","","",1,2,0,6,4,6,2,"","","","","","",1.47,2.65,1.54,2.45,1,4,2,8,70,52,48,30,44,25,75,56
"37266595",2022,2,"WTA Tour",1641189900,"03 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Wang Q.","Aiava D.","746173","779188","","","","",2,0,2,6,7,4,6,"","","","","","",1.22,4.25,1.32,3.4,3,3,2,0,60,72,28,40,33,29,71,67
"31399077",2022,2,"WTA Tour",1641191100,"03 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Watson H.","Tomljanovic A.","630986","389789","","","","",2,0,2,4,6,6,7,"","","","","","",3.5,1.3,3,1.36,3,3,0,2,59,67,33,41,50,60,40,50
"31197386",2022,2,"WTA Tour",1641193800,"03 Jan 2022","Adelaide WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Voegele S.","Papamichail D.","934936","255338","","","","",2,0,2,4,6,6,7,"","","","","","",1.15,5.6,1.24,4.1,4,1,2,0,49,56,44,51,80,50,50,20
"23692835",2022,2,"WTA Tour",1641198900,"03 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Alexandrova E.","Fernandez L.","558914","914953","","","","",2,0,2,3,6,4,6,"","","","","","",2.37,1.57,2.2,1.61,2,4,7,3,59,73,27,41,0,25,75,0
"63155115",2022,2,"WTA Tour",1641199200,"03 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Hon P.","Kvitova P.","861465","862485","","","","",1,2,1,6,7,7,5,6,2,"","","","",6,1.12,4.5,1.18,8,9,4,4,73,64,36,27,67,50,50,33
"88195738",2022,2,"WTA Tour",1641255000,"04 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","WALKOVER","Kovinic D.","Hibino N.","989873","615524","","","","",2,"","","","","","","","","","","","",1.85,1.91,1.86,1.9,0,0,0,0,0,0,0,0,0,0,0,0
"11252753",2022,2,"WTA Tour",1641255000,"04 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Pera B.","Zheng Q.","557676","809492","","","","",2,1,2,3,6,6,1,5,7,"","","","",1.94,1.82,1.93,1.84,3,6,4,4,59,58,42,41,71,71,29,29
"61021787",2022,2,"WTA Tour",1641255000,"04 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bondar A.","Hontama M.","610520","252693","","","","",1,2,0,7,6,6,4,"","","","","","",1.67,2.15,1.72,2.08,3,0,1,3,73,61,39,27,50,25,75,50
"77128971",2022,2,"WTA Tour",1641255000,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Pegula J.","Begu I.","814118","707117","","","","",2,0,2,6,7,3,6,"","","","","","",1.25,4,1.3,3.4,3,2,6,5,55,65,35,45,50,27,73,50
"24444352",2022,2,"WTA Tour",1641255000,"04 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bolsova Zadoinov A.","Zhu L.","745434","510565","","","","",2,0,2,2,6,2,6,"","","","","","",3.15,1.34,2.75,1.43,5,0,2,0,52,83,17,48,0,50,50,100
"86080634",2022,2,"WTA Tour",1641255000,"04 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Wang Xin.","Dart H.","600494","805782","","","","",2,1,2,6,1,6,7,4,6,"","","","",1.56,2.38,1.62,2.25,6,2,2,1,64,59,41,36,40,33,67,60
"10142364",2022,2,"WTA Tour",1641256500,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Inglis M.","Rogers S.","646421","721012","","","","",2,0,2,1,6,3,6,"","","","","","",4.33,1.22,3.4,1.3,2,3,2,2,45,67,33,55,17,71,29,83
"51816968",2022,2,"WTA Tour",1641256500,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Svitolina E.","Gasanova A.","568896","243915","","","","",2,1,2,7,5,4,6,3,6,"","","","",1.14,5.5,1.18,4.5,5,4,3,1,52,58,42,48,56,54,46,44
"91528773",2022,2,"WTA Tour",1641260400,"04 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sasnovich A.","Tsurenko L.","114904","126579","","","","",1,2,0,7,5,6,1,"","","","","","",1.72,2.07,1.75,2.02,1,0,6,3,57,45,55,43,67,20,80,33
"94461706",2022,2,"WTA Tour",1641261600,"04 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Liu C.","Stojanovic N.","737156","146026","","","","",1,2,1,5,7,6,2,6,3,"","","","",1.6,2.28,1.65,2.18,13,1,4,7,56,52,48,44,43,31,69,57
"58186747",2022,2,"WTA Tour",1641262200,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Gauff C.","Eikeri U.","296713","964933","","","","",1,2,0,6,2,6,1,"","","","","","",1.06,10,1.1,7,5,2,4,3,70,45,55,30,100,0,100,0
"41742724",2022,2,"WTA Tour",1641262500,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Osaka N.","Cornet A.","714334","151624","","","","",1,2,1,6,4,3,6,6,3,"","","","",1.16,5,1.22,4,3,5,8,6,65,60,40,35,27,67,33,73
"44021695",2022,2,"WTA Tour",1641262500,"04 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Baptiste H.","Rakhimova K.","987862","568609","","","","",2,0,2,4,6,0,6,"","","","","","",2.07,1.72,2.02,1.75,8,2,8,1,47,64,36,53,17,36,64,83
"81698608",2022,2,"WTA Tour",1641262800,"04 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Pattinama Kerkhove L.","Birrell K.","113910","851560","","","","",1,2,0,6,4,6,4,"","","","","","",1.55,2.4,1.61,2.25,3,3,0,2,56,49,51,44,25,30,70,75
"20797417",2022,2,"WTA Tour",1641264000,"04 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","RETIRED","Govortsova O.","Hruncakova V.","261026","936947","","","","",2,0,1,1,6,"","","","","","","","",2.7,1.45,2.45,1.53,0,3,1,0,45,69,31,55,0,67,33,0
"88448763",2022,2,"WTA Tour",1641267000,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Bronzetti L.","Kenin S.","152800","549141","","","","",2,0,2,5,7,5,7,"","","","","","",3.5,1.3,3,1.36,3,2,4,2,51,57,43,49,67,67,33,33
"53854492",2022,2,"WTA Tour",1641267000,"04 Jan 2022","Melbourne (Summer Set 1) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Aiava D.","Preston T.","779188","410890","","","","",1,2,0,6,4,6,4,"","","","","","",1.18,4.8,1.27,3.65,5,0,2,4,51,43,57,49,88,36,64,13
"29339631",2022,2,"WTA Tour",1641267300,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Saville D.","Swiatek I.","658597","139227","","","","",2,0,2,3,6,3,6,"","","","","","",4.5,1.2,3.75,1.25,0,1,9,0,46,65,35,54,100,63,38,0
"69937810",2022,2,"WTA Tour",1641267900,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Paolini J.","Schmiedlova A. K.","324333","537908","","","","",1,2,1,2,6,6,3,6,4,"","","","",1.5,2.62,1.53,2.37,1,1,2,7,54,54,46,46,45,29,71,55
"12295059",2022,2,"WTA Tour",1641267900,"04 Jan 2022","Melbourne (Summer Set 2) WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bara I.","Kalinskaya A.","710939","393113","","","","",2,0,2,5,7,2,6,"","","","","","",4.75,1.18,3.65,1.27,0,1,4,2,38,46,54,63,63,57,43,38
"39418046",2022,2,"WTA Tour",1641270300,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Doi M.","Kucova K.","254901","601584","","","","",1,2,1,6,3,3,6,6,1,"","","","",2,1.8,1.9,1.8,4,0,4,1,66,57,43,34,33,40,60,67
"72233324",2022,2,"WTA Tour",1641270300,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Van Uytvanck A.","Anisimova A.","819607","324536","","","","",2,1,2,6,7,6,1,5,7,"","","","",2.3,1.61,2.2,1.61,3,3,1,3,64,62,38,36,83,25,75,17
"86632761",2022,2,"WTA Tour",1641271500,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Ruse G.","Rodionova Ar.","275310","542405","","","","",1,2,0,6,3,6,2,"","","","","","",1.14,5.5,1.2,4.33,3,1,6,2,67,52,48,33,67,25,75,33
"87236346",2022,2,"WTA Tour",1641274200,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Martic P.","Zanevska M.","824559","615273","","","","",2,0,2,3,6,4,6,"","","","","","",1.72,2.1,1.72,2,7,4,3,3,54,63,37,46,25,36,64,75
"18717154",2022,2,"WTA Tour",1641276600,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Cristian J.","Kanepi K.","885728","945870","","","","",2,1,2,7,6,6,7,2,6,"","","","",2.3,1.61,2.1,1.66,4,11,6,2,56,67,33,44,29,45,55,71
"84541504",2022,2,"WTA Tour",1641276900,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Li A.","Sherif M.","619460","729721","","","","",1,2,0,6,2,6,0,"","","","","","",1.28,3.75,1.33,3.25,0,0,0,2,67,34,66,33,67,100,0,33
"26739955",2022,2,"WTA Tour",1641277800,"04 Jan 2022","Adelaide WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Papamichail D.","Bouzkova M.","255338","369605","","","","",2,0,2,3,6,0,6,"","","","","","",5.5,1.14,4.33,1.2,0,1,1,0,48,80,20,52,0,57,43,0
"23891130",2022,2,"WTA Tour",1641278400,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Sevastova A.","Garcia C.","465575","464502","","","","",1,2,0,6,4,6,4,"","","","","","",2.1,1.72,1.9,1.8,6,1,3,2,67,59,41,33,33,100,0,67
"99893735",2022,2,"WTA Tour",1641280500,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Zvonareva V.","Riske-Amritraj A.","673285","770980","","","","",1,2,0,7,5,6,3,"","","","","","",1.72,2.1,1.72,2,0,4,1,1,69,56,44,31,33,25,75,67
"27917161",2022,2,"WTA Tour",1641282300,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Gracheva V.","Cirstea S.","323630","600745","","","","",2,0,2,0,6,0,6,"","","","","","",2.2,1.66,2,1.72,0,2,1,0,20,68,33,80,0,60,40,100
"39974473",2022,2,"WTA Tour",1641283500,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Petkovic A.","Samsonova L.","492180","286370","","","","",1,2,0,6,3,7,6,"","","","","","",2.62,1.5,2.5,1.5,11,4,2,1,72,69,31,28,20,0,0,80
"30255752",2022,2,"WTA Tour",1641284700,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Tauson C.","Kalinina A.","359411","561744","","","","",1,2,0,7,5,6,3,"","","","","","",1.3,3.5,1.36,3,2,1,2,4,61,48,52,39,55,75,25,45
"52129979",2022,2,"WTA Tour",1641286200,"04 Jan 2022","Melbourne (Summer Set 2) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Haddad Maia B.","Sorribes Tormo S.","692146","355591","","","","",2,1,2,4,6,7,5,3,6,"","","","",2.37,1.57,2.2,1.61,0,0,9,4,48,52,48,52,41,62,38,59
"86374970",2022,2,"WTA Tour",1641287400,"04 Jan 2022","Melbourne (Summer Set 1) WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Martincova T.","Konjuh A.","412476","443315","","","","",2,0,2,4,6,4,6,"","","","","","",1.9,1.9,1.83,1.83,1,8,2,3,53,59,41,47,18,44,56,82
